,article_title,country,population,region,revision_id,article_quality
5271,Dramane Dembélé,Mali,22.6,WESTERN AFRICA,1106209182,Start
5272,Hamadoun Dicko,Mali,22.6,WESTERN AFRICA,1003750425,Stub
5273,Mamadou Djigué,Mali,22.6,WESTERN AFRICA,1053500397,Stub
5274,Amadou Doucoure,Mali,22.6,WESTERN AFRICA,1006368886,Stub
5275,Ly Taher Dravé,Mali,22.6,WESTERN AFRICA,1104316510,Stub
5276,Diabaté Fatoumata Guindo,Mali,22.6,WESTERN AFRICA,1070268003,Stub
5277,Mahamane Haidara,Mali,22.6,WESTERN AFRICA,1020670814,Stub
5278,Jamille Bittar,Mali,22.6,WESTERN AFRICA,1062893055,Stub
5279,Mamadou Konaté,Mali,22.6,WESTERN AFRICA,1070022832,Stub
5280,Garan Fabou Kouyate,Mali,22.6,WESTERN AFRICA,1107811823,Start
5281,Mamadou M'Bodje,Mali,22.6,WESTERN AFRICA,1093590895,Stub
5282,Achérif Ag Mohamed,Mali,22.6,WESTERN AFRICA,1053498169,Stub
5283,Zeïni Moulaye,Mali,22.6,WESTERN AFRICA,1103491147,Stub
5284,N'Diaye Ramatoulaye Diallo,Mali,22.6,WESTERN AFRICA,1112669298,C
5285,Yeah Samake,Mali,22.6,WESTERN AFRICA,1095147868,C
5286,Foutanga Babani Sissoko,Mali,22.6,WESTERN AFRICA,1104202484,Start
5287,Ousmane Sy,Mali,22.6,WESTERN AFRICA,1053500811,Start
5288,Amadou Toumani Touré,Mali,22.6,WESTERN AFRICA,1078564743,GA
5289,Demba Traoré (politician),Mali,22.6,WESTERN AFRICA,1053499445,Start
5290,Salimata Traoré,Mali,22.6,WESTERN AFRICA,1074144594,Stub
5291,Ismaël Wagué,Mali,22.6,WESTERN AFRICA,1053499897,Stub
5292,Biram Dah Abeid,Mauritania,4.7,WESTERN AFRICA,1102788224,C
5293,Kane Hamidou Baba,Mauritania,4.7,WESTERN AFRICA,1099633190,Stub
5294,Horma Ould Babana,Mauritania,4.7,WESTERN AFRICA,1058108012,C
5295,Selama Mint Cheikhne Ould Lemrabott,Mauritania,4.7,WESTERN AFRICA,1059633791,Stub
5296,Mohamed Lemine Ch'bih Ould Cheikh Melainine,Mauritania,4.7,WESTERN AFRICA,1047066142,C
5297,Vatimetou Mint Khatry,Mauritania,4.7,WESTERN AFRICA,1059724517,Stub
5298,Patrick Assirvaden,Mauritania,4.7,WESTERN AFRICA,1055794640,Stub
5299,Anil Bachoo,Mauritania,4.7,WESTERN AFRICA,1106359560,Stub
5300,Antoine Bestel,Mauritania,4.7,WESTERN AFRICA,1067871985,GA
5301,Rishon Bhadain,Mauritania,4.7,WESTERN AFRICA,1100859250,Stub
5302,Eddy J. Changkye,Mauritania,4.7,WESTERN AFRICA,998060507,C
5303,Joseph-François Charpentier de Cossigny,Mauritania,4.7,WESTERN AFRICA,1065172397,Start
5304,Antoine Toussaint de Chazal,Mauritania,4.7,WESTERN AFRICA,1106368152,Start
5305,Chief Commissioner of Rodrigues,Mauritania,4.7,WESTERN AFRICA,1094321960,Start
5306,Louis Joseph Coralie,Mauritania,4.7,WESTERN AFRICA,1058307177,Start
5307,Adrien d'Épinay,Mauritania,4.7,WESTERN AFRICA,1100672866,C
5308,Sangeet Fowdar,Mauritania,4.7,WESTERN AFRICA,1105627649,C
5309,Jagdish Koonjul,Mauritania,4.7,WESTERN AFRICA,1087895987,C
5310,Pritam Singh Mattan,Mauritania,4.7,WESTERN AFRICA,1095531367,Stub
5311,Cehl Meeah,Mauritania,4.7,WESTERN AFRICA,1106562848,Start
5312,Moilin Jean Ah-Chuen,Mauritania,4.7,WESTERN AFRICA,1101824013,C
5313,Jean-Claude Pierre-Louis,Mauritania,4.7,WESTERN AFRICA,1106156525,Stub
5314,Charles Thomi Pitot,Mauritania,4.7,WESTERN AFRICA,1101736663,Start
5315,Johnson Roussety,Mauritania,4.7,WESTERN AFRICA,1099375055,Stub
5316,Subhasnee,Mauritania,4.7,WESTERN AFRICA,1081550590,Stub
5317,Marou Amadou,Niger,26.2,WESTERN AFRICA,1008239441,Stub
5318,Oumar Ba,Niger,26.2,WESTERN AFRICA,1034543452,Stub
5319,Alidou Barkire,Niger,26.2,WESTERN AFRICA,1069346203,Stub
5320,Mano Dayak,Niger,26.2,WESTERN AFRICA,1098168543,Start
5321,Moussa Moumouni Djermakoye,Niger,26.2,WESTERN AFRICA,1032108693,C
5322,Abdoulkarim Goukoye,Niger,26.2,WESTERN AFRICA,1100035673,Stub
5323,N’Gadé Nana Hadiza Noma Kaka,Niger,26.2,WESTERN AFRICA,1109517592,Stub
5324,Moussa Seybou Kassey,Niger,26.2,WESTERN AFRICA,1101187586,Stub
5325,Djibo Salamatou Gourouza Magagi,Niger,26.2,WESTERN AFRICA,1104316295,Stub
5326,Karidjo Mahamadou,Niger,26.2,WESTERN AFRICA,1008239538,Start
5327,Ouhoumoudou Mahamadou,Niger,26.2,WESTERN AFRICA,1105116087,Start
5328,Mohamadou Djibrilla Maïga,Niger,26.2,WESTERN AFRICA,908343187,Stub
5329,Issoufou Saidou-Djermakoye,Niger,26.2,WESTERN AFRICA,1051805763,Stub
5330,Issoufou Sidibé,Niger,26.2,WESTERN AFRICA,1007533517,C
5331,Yacouba Sido,Niger,26.2,WESTERN AFRICA,1006373883,Stub
5332,Sadou Soloké,Niger,26.2,WESTERN AFRICA,994723739,Stub
5333,Saloum Traoré,Niger,26.2,WESTERN AFRICA,747227236,Stub
5334,Abdul-Azeez Olajide Adediran,Nigeria,218.5,WESTERN AFRICA,1105091914,Start
5335,Saidu Musa Abdullahi,Nigeria,218.5,WESTERN AFRICA,1079931037,Start
5336,Aliyu Sabi Abdullahi,Nigeria,218.5,WESTERN AFRICA,1077854955,Stub
5337,Mohammed Hassan Abdullahi,Nigeria,218.5,WESTERN AFRICA,1110417900,Start
5338,Abiodun Abimbola Orekoya,Nigeria,218.5,WESTERN AFRICA,,
5339,Abubakar Kabir Abubakar,Nigeria,218.5,WESTERN AFRICA,1107155705,Start
5340,Stephen Makoji Achema,Nigeria,218.5,WESTERN AFRICA,1107399955,Stub
5341,Tajudeen Adeyemi Adefisoye,Nigeria,218.5,WESTERN AFRICA,1092316412,Start
5342,Lateef Adegbite,Nigeria,218.5,WESTERN AFRICA,1091928046,C
5343,Busari Adelakun,Nigeria,218.5,WESTERN AFRICA,1103934292,Start
5344,Adedeji Adeleke,Nigeria,218.5,WESTERN AFRICA,1111696461,Stub
5345,Adelere Adeyemi Oriolowo,Nigeria,218.5,WESTERN AFRICA,1115252409,Start
5346,Rotimi Adelola,Nigeria,218.5,WESTERN AFRICA,1103253879,Start
5347,Adelusi Adeluyi,Nigeria,218.5,WESTERN AFRICA,1114395269,Stub
5348,Azeez Issa Adesiji,Nigeria,218.5,WESTERN AFRICA,1029928326,Stub
5349,Akinwumi Adesina,Nigeria,218.5,WESTERN AFRICA,1114503005,C
5350,Samuel Adesina,Nigeria,218.5,WESTERN AFRICA,1069851870,Stub
5351,Funke Adesiyan,Nigeria,218.5,WESTERN AFRICA,1114703719,Start
5352,Segun “Aeroland” Adewale,Nigeria,218.5,WESTERN AFRICA,1105668151,C
5353,Kola Adewusi,Nigeria,218.5,WESTERN AFRICA,1112858140,Stub
5354,Thomas Aguiyi-Ironsi,Nigeria,218.5,WESTERN AFRICA,1088294556,Stub
5355,Agboola Ajayi,Nigeria,218.5,WESTERN AFRICA,1112880539,C
5356,Michael Ajegbo,Nigeria,218.5,WESTERN AFRICA,1104061250,Start
5357,Kayode Ajulo,Nigeria,218.5,WESTERN AFRICA,1105924265,Start
5358,Christopher Pere Ajuwa,Nigeria,218.5,WESTERN AFRICA,1103496845,C
5359,Funke Akindele,Nigeria,218.5,WESTERN AFRICA,1113804278,C
5360,Janet Akinrinade,Nigeria,218.5,WESTERN AFRICA,1011025496,Start
5361,Hussaini Akwanga,Nigeria,218.5,WESTERN AFRICA,1101221420,Stub
5362,Oloye Akin Alabi,Nigeria,218.5,WESTERN AFRICA,1104328791,C
5363,Timi Alaibe,Nigeria,218.5,WESTERN AFRICA,1067060967,C
5364,Tayo Alasoadura,Nigeria,218.5,WESTERN AFRICA,1115557492,Start
5365,Zainab Abubakar Alman,Nigeria,218.5,WESTERN AFRICA,1108994900,Start
5366,William Nwankwo Alo,Nigeria,218.5,WESTERN AFRICA,1104063039,Start
5367,Temitope Aluko,Nigeria,218.5,WESTERN AFRICA,1109269728,Start
5368,Mbazulike Amaechi,Nigeria,218.5,WESTERN AFRICA,1104063308,Stub
5369,Joseph Oqua Ansa,Nigeria,218.5,WESTERN AFRICA,1096256923,Stub
5370,Chima Anyaso,Nigeria,218.5,WESTERN AFRICA,1104061572,Stub
5371,Benjamin Anyene,Nigeria,218.5,WESTERN AFRICA,1090067175,Start
5372,Dapo Folorunsho Asaju,Nigeria,218.5,WESTERN AFRICA,1115360976,Start
5373,Tony Ene Asuquo,Nigeria,218.5,WESTERN AFRICA,1047329040,Stub
5374,Erastus Awortu,Nigeria,218.5,WESTERN AFRICA,1115061533,Start
5375,Abok Ayuba,Nigeria,218.5,WESTERN AFRICA,1068569275,Stub
5376,Yusuf Datti Baba-Ahmed,Nigeria,218.5,WESTERN AFRICA,1112527101,C
5377,Jibrin Ndagi Baba,Nigeria,218.5,WESTERN AFRICA,1047329055,Stub
5378,Musa Babayo,Nigeria,218.5,WESTERN AFRICA,1086280570,C
5379,Enitan Badru,Nigeria,218.5,WESTERN AFRICA,1086957520,Stub
5380,Hadiza Bala Usman,Nigeria,218.5,WESTERN AFRICA,1109574116,C
5381,Kande Balarabe,Nigeria,218.5,WESTERN AFRICA,1064432631,Stub
5382,Michael Opeyemi Bamidele,Nigeria,218.5,WESTERN AFRICA,1100018321,Start
5383,Richard Bamisile,Nigeria,218.5,WESTERN AFRICA,1084509214,C
5384,Adebayo Johnson Bankole,Nigeria,218.5,WESTERN AFRICA,1064432244,Start
5385,Banky W.,Nigeria,218.5,WESTERN AFRICA,1113861594,C
5386,Mohammed Barkindo,Nigeria,218.5,WESTERN AFRICA,1112949012,C
5387,Sanusi Ado Bayero,Nigeria,218.5,WESTERN AFRICA,1073462486,C
5388,Mohammed Bello-Koko,Nigeria,218.5,WESTERN AFRICA,1084363053,C
5389,Muktar Aliyu Betara,Nigeria,218.5,WESTERN AFRICA,1090884880,C
5390,Ibrahim Mohammed Bomai,Nigeria,218.5,WESTERN AFRICA,1113321215,C
5391,Abdulfatai Buhari,Nigeria,218.5,WESTERN AFRICA,1093648713,Stub
5392,Alhaji Hassan Dalhat,Nigeria,218.5,WESTERN AFRICA,1041777508,Stub
5393,Jake Dan-Azumi,Nigeria,218.5,WESTERN AFRICA,1091985434,Start
5394,Ibrahim Abdullahi Danbaba,Nigeria,218.5,WESTERN AFRICA,1019728771,Start
5395,Abdurrahman Shugaba Darman,Nigeria,218.5,WESTERN AFRICA,1067329087,Start
5396,David Dafinone,Nigeria,218.5,WESTERN AFRICA,1082645980,Start
5397,Sam Dede,Nigeria,218.5,WESTERN AFRICA,1114415772,Start
5398,Biobarakuma Degi,Nigeria,218.5,WESTERN AFRICA,1114496753,Start
5399,Tonto Dikeh,Nigeria,218.5,WESTERN AFRICA,1113805467,C
5400,Dipo Dina,Nigeria,218.5,WESTERN AFRICA,1092395420,Start
5401,Bunmi Dipo Salami,Nigeria,218.5,WESTERN AFRICA,1049897250,C
5402,David Edevbie,Nigeria,218.5,WESTERN AFRICA,1108032614,C
5403,Yul Edochie,Nigeria,218.5,WESTERN AFRICA,1114472364,C
5404,Edwin Clark (politician),Nigeria,218.5,WESTERN AFRICA,1080130570,Start
5405,Bisi Egbeyemi,Nigeria,218.5,WESTERN AFRICA,1112876732,Start
5406,Osagie Ehanire,Nigeria,218.5,WESTERN AFRICA,1115254714,C
5407,Chris Ekiyor,Nigeria,218.5,WESTERN AFRICA,1109858012,Start
5408,Maurice Ekpenyong,Nigeria,218.5,WESTERN AFRICA,1047329498,Stub
5409,Owoidighe Ekpoatai,Nigeria,218.5,WESTERN AFRICA,1002808737,Start
5410,Desmond Elliot,Nigeria,218.5,WESTERN AFRICA,1113834632,C
5411,Uzoma Emenike,Nigeria,218.5,WESTERN AFRICA,1086340771,Start
5412,Ken Erics,Nigeria,218.5,WESTERN AFRICA,1112370663,C
5413,Tunde Eso,Nigeria,218.5,WESTERN AFRICA,1081754101,Start
5414,Effiong Okon Eyo,Nigeria,218.5,WESTERN AFRICA,1108885658,Start
5415,Ezekiel Warigbani,Nigeria,218.5,WESTERN AFRICA,1094421631,Stub
5416,Francis Adenigba Fadahunsi,Nigeria,218.5,WESTERN AFRICA,1073223354,Stub
5417,Femi Falana,Nigeria,218.5,WESTERN AFRICA,1108276848,Start
5418,Ayo Fasanmi,Nigeria,218.5,WESTERN AFRICA,1106267573,Start
5419,Babatunde Fowler,Nigeria,218.5,WESTERN AFRICA,1094225887,Start
5420,Frank Oputa-Otutu,Nigeria,218.5,WESTERN AFRICA,1047328837,Stub
5421,Ismaila Isa Funtua,Nigeria,218.5,WESTERN AFRICA,1111899459,Start
5422,Zakariyau Galadima,Nigeria,218.5,WESTERN AFRICA,1056352619,Stub
5423,Abdullahi Idris Garba,Nigeria,218.5,WESTERN AFRICA,1093774496,Start
5424,Abdullahi Abubakar Gumel,Nigeria,218.5,WESTERN AFRICA,1093916763,Start
5425,Hadi Sirika,Nigeria,218.5,WESTERN AFRICA,1110889926,C
5426,Humphrey Omo-Osagie,Nigeria,218.5,WESTERN AFRICA,1067046531,Start
5427,Gregory Ibe,Nigeria,218.5,WESTERN AFRICA,1113143188,Stub
5428,Chukwuma Frank Ibezim,Nigeria,218.5,WESTERN AFRICA,1077872899,Start
5429,Ibrahim Tako,Nigeria,218.5,WESTERN AFRICA,1059703749,Start
5430,Unyime Idem,Nigeria,218.5,WESTERN AFRICA,1114220725,C
5431,Idris Garba Kareka,Nigeria,218.5,WESTERN AFRICA,1099708292,Start
5432,Eric Kelechi Igwe,Nigeria,218.5,WESTERN AFRICA,1094399944,Stub
5433,S.G. Ikoku,Nigeria,218.5,WESTERN AFRICA,1079982142,C
5434,Nkechi Ikpeazu,Nigeria,218.5,WESTERN AFRICA,1092284105,Start
5435,Terkimbi Ikyange,Nigeria,218.5,WESTERN AFRICA,1040999318,Start
5436,Christopher Imumolen,Nigeria,218.5,WESTERN AFRICA,1108274158,C
5437,Modupe Irele,Nigeria,218.5,WESTERN AFRICA,1074572057,Start
5438,Joseph Itotoh,Nigeria,218.5,WESTERN AFRICA,1112823244,Stub
5439,Agom Jarigbe,Nigeria,218.5,WESTERN AFRICA,1103263976,Start
5440,Manasseh Daniel Jatau,Nigeria,218.5,WESTERN AFRICA,1079757944,Stub
5441,Ibrahim Usman Jibril,Nigeria,218.5,WESTERN AFRICA,1115701374,C
5442,Abdulmumin Jibrin,Nigeria,218.5,WESTERN AFRICA,1113198170,C
5443,Sarah Jibrin,Nigeria,218.5,WESTERN AFRICA,1047324003,Stub
5444,Mercy Johnson,Nigeria,218.5,WESTERN AFRICA,1114578833,GA
5445,Ahmad Babba Kaita,Nigeria,218.5,WESTERN AFRICA,1109333929,C
5446,Dauda Kako Are,Nigeria,218.5,WESTERN AFRICA,1111732285,Stub
5447,Onwuka Kalu,Nigeria,218.5,WESTERN AFRICA,1112470651,C
5448,Ayodeji Karim,Nigeria,218.5,WESTERN AFRICA,1072532374,C
5449,Mariam Yalwaji Katagum,Nigeria,218.5,WESTERN AFRICA,1103670712,C
5450,Kingsley Kuku,Nigeria,218.5,WESTERN AFRICA,1112576443,GA
5451,Ahmed Kusamotu,Nigeria,218.5,WESTERN AFRICA,1106137169,Start
5452,Michael Kwanashie,Nigeria,218.5,WESTERN AFRICA,1100651767,C
5453,Titilayo Laoye-Tomori,Nigeria,218.5,WESTERN AFRICA,1093913213,Start
5454,Albert Legogie,Nigeria,218.5,WESTERN AFRICA,1077821329,Stub
5455,Salisu Abubakar Maikasuwa,Nigeria,218.5,WESTERN AFRICA,1091325704,Stub
5456,Ibrahim Makama Misau,Nigeria,218.5,WESTERN AFRICA,1098987784,Stub
5457,Usman Mamman Durkwa,Nigeria,218.5,WESTERN AFRICA,1099266872,Stub
5458,Ibrahim Mantu,Nigeria,218.5,WESTERN AFRICA,1113723372,Stub
5459,Ahmed Marafa,Nigeria,218.5,WESTERN AFRICA,1112349376,Stub
5460,Badiyya Hassan Mashi,Nigeria,218.5,WESTERN AFRICA,1082055929,Start
5461,Louis Mbanefo,Nigeria,218.5,WESTERN AFRICA,1113057799,C
5462,Sebastian Okechukwu Mezu,Nigeria,218.5,WESTERN AFRICA,1104764040,Start
5463,Bernard Mikko,Nigeria,218.5,WESTERN AFRICA,1111960947,Start
5464,Danladi Mohammed,Nigeria,218.5,WESTERN AFRICA,1052835979,Stub
5465,Janet Nwadiogo Mokelu,Nigeria,218.5,WESTERN AFRICA,1057572468,Start
5466,Abba Moro,Nigeria,218.5,WESTERN AFRICA,1113730182,C
5467,Aliyu Sabiu Muduru,Nigeria,218.5,WESTERN AFRICA,1103649307,Stub
5468,Fati Muhammad,Nigeria,218.5,WESTERN AFRICA,1114568372,Start
5469,Umar Namadi,Nigeria,218.5,WESTERN AFRICA,1111888637,Start
5470,Muhammad Mamman Nami,Nigeria,218.5,WESTERN AFRICA,1019730842,Start
5471,Kemi Nelson,Nigeria,218.5,WESTERN AFRICA,1102214912,Start
5472,Oladele John Nihi,Nigeria,218.5,WESTERN AFRICA,1112372004,Start
5473,Suleiman Oba Nimota,Nigeria,218.5,WESTERN AFRICA,1113502742,Start
5474,Uchechukwu Nnam-Obi,Nigeria,218.5,WESTERN AFRICA,1103264140,Stub
5475,Frank Nneji,Nigeria,218.5,WESTERN AFRICA,957094096,Start
5476,Blessing Nwagba,Nigeria,218.5,WESTERN AFRICA,1103741541,Start
5477,John Nnia Nwodo,Nigeria,218.5,WESTERN AFRICA,1087659892,Start
5478,Oba C. D. Akran,Nigeria,218.5,WESTERN AFRICA,1045699802,Stub
5479,Patrick Obahiagbon,Nigeria,218.5,WESTERN AFRICA,1025314884,Start
5480,Gaius Obaseki,Nigeria,218.5,WESTERN AFRICA,1064434243,Start
5481,Peter Obi,Nigeria,218.5,WESTERN AFRICA,1115641664,C
5482,Sheriff Oborevwori,Nigeria,218.5,WESTERN AFRICA,1087025384,C
5483,Godwin Ogbaga,Nigeria,218.5,WESTERN AFRICA,1115647301,Start
5484,Chigozie Ogbu,Nigeria,218.5,WESTERN AFRICA,1089927435,Stub
5485,Osita Ogbu,Nigeria,218.5,WESTERN AFRICA,1110380387,C
5486,Johnson Oghuma,Nigeria,218.5,WESTERN AFRICA,1073266400,Stub
5487,Chris Ogiemwonyi,Nigeria,218.5,WESTERN AFRICA,1047329410,C
5488,Clem Ohameze,Nigeria,218.5,WESTERN AFRICA,1113831244,Start
5489,Abubakar Sadiku Ohere,Nigeria,218.5,WESTERN AFRICA,1110748978,Start
5490,Sinatu Ojikutu,Nigeria,218.5,WESTERN AFRICA,1112934170,Start
5491,Edward Ikem Okeke,Nigeria,218.5,WESTERN AFRICA,1108887049,Start
5492,J. O. J. Okezie,Nigeria,218.5,WESTERN AFRICA,1108887172,Stub
5493,Kenneth Okonkwo,Nigeria,218.5,WESTERN AFRICA,1114479982,Start
5494,Doyin Okupe,Nigeria,218.5,WESTERN AFRICA,1106135595,GA
5495,Alabi Hassan Olajoku,Nigeria,218.5,WESTERN AFRICA,1106583214,C
5496,Ali Olanusi,Nigeria,218.5,WESTERN AFRICA,1094886992,Start
5497,Raheem Olawuyi,Nigeria,218.5,WESTERN AFRICA,1104484269,Stub
5498,Funmilayo Olayinka,Nigeria,218.5,WESTERN AFRICA,1106156108,C
5499,Folake Olunloyo,Nigeria,218.5,WESTERN AFRICA,1081273511,Stub
5500,Evelyn Omavowan Oboro,Nigeria,218.5,WESTERN AFRICA,1064434740,Stub
5501,Adedayo Omolafe,Nigeria,218.5,WESTERN AFRICA,1092314183,Start
5502,Emmanuel Onwe,Nigeria,218.5,WESTERN AFRICA,1082543742,C
5503,D. K. Onwenu,Nigeria,218.5,WESTERN AFRICA,1095888816,Stub
5504,Onyeka Onwenu,Nigeria,218.5,WESTERN AFRICA,1115010468,C
5505,Nkeiruka Onyejeocha,Nigeria,218.5,WESTERN AFRICA,1104061089,C
5506,Wenike Opurum Briggs,Nigeria,218.5,WESTERN AFRICA,1100145330,C
5507,Kayode Otitoju,Nigeria,218.5,WESTERN AFRICA,1113558048,Start
5508,Luqman Oyebisi Ilaka,Nigeria,218.5,WESTERN AFRICA,1066659664,C
5509,Gboyega Oyetola,Nigeria,218.5,WESTERN AFRICA,1115673934,Start
5510,Amal Pepple,Nigeria,218.5,WESTERN AFRICA,1059940944,Start
5511,R.B.K. Okafor,Nigeria,218.5,WESTERN AFRICA,1058539988,Stub
5512,Rukayya Dawayya,Nigeria,218.5,WESTERN AFRICA,1103430602,Start
5513,Saliu Mustapha,Nigeria,218.5,WESTERN AFRICA,1100916086,Start
5514,Thompson Salubi,Nigeria,218.5,WESTERN AFRICA,1080955438,Start
5515,Yakubu Yakson Sanda,Nigeria,218.5,WESTERN AFRICA,1063751976,Stub
5516,Yabagi Sani,Nigeria,218.5,WESTERN AFRICA,1092063743,Start
5517,Sanusi Ohiare,Nigeria,218.5,WESTERN AFRICA,1097531047,C
5518,Mamman Shata,Nigeria,218.5,WESTERN AFRICA,1108883221,C
5519,Garba Shehu,Nigeria,218.5,WESTERN AFRICA,1108878746,C
5520,Mustapha Baba Shehuri,Nigeria,218.5,WESTERN AFRICA,1103264253,Stub
5521,Terhemba Shija,Nigeria,218.5,WESTERN AFRICA,1065302065,Stub
5522,Moses Shipi,Nigeria,218.5,WESTERN AFRICA,1086280374,Start
5523,Kunle Soname,Nigeria,218.5,WESTERN AFRICA,1077158463,Stub
5524,Otunba Fatai Sowemimo,Nigeria,218.5,WESTERN AFRICA,1101390301,Start
5525,Omoyele Sowore treason charges,Nigeria,218.5,WESTERN AFRICA,1100045584,C
5526,Olaokun Soyinka,Nigeria,218.5,WESTERN AFRICA,1109993658,Start
5527,Abubakar Y. Suleiman,Nigeria,218.5,WESTERN AFRICA,1062361247,Stub
5528,Abdullahi Aliyu Sumaila,Nigeria,218.5,WESTERN AFRICA,1108477551,GA
5529,Timipre Sylva,Nigeria,218.5,WESTERN AFRICA,1090809642,C
5530,Nkiru Sylvanus,Nigeria,218.5,WESTERN AFRICA,1112669416,C
5531,Ibrahim Tahir,Nigeria,218.5,WESTERN AFRICA,1072093102,Start
5532,Ibrahim Talba,Nigeria,218.5,WESTERN AFRICA,1092801107,C
5533,Oshodi Tapa,Nigeria,218.5,WESTERN AFRICA,1085633163,C
5534,Titus Uba,Nigeria,218.5,WESTERN AFRICA,1023158350,Start
5535,S. K. E. Udeh-Okoye,Nigeria,218.5,WESTERN AFRICA,1085443459,Start
5536,Charles Udoh,Nigeria,218.5,WESTERN AFRICA,1106445497,Start
5537,Bob-Manuel Udokwu,Nigeria,218.5,WESTERN AFRICA,1112400971,Start
5538,Akolisa Ufodike,Nigeria,218.5,WESTERN AFRICA,1045888715,Start
5539,Suleiman Sadiq Umar,Nigeria,218.5,WESTERN AFRICA,1103264279,Stub
5540,Laz Unaogu,Nigeria,218.5,WESTERN AFRICA,1108881048,Start
5541,Mariatu Bala Usman,Nigeria,218.5,WESTERN AFRICA,1112774806,Stub
5542,Musa Usman,Nigeria,218.5,WESTERN AFRICA,1097050471,Stub
5543,Edwin C.O. Uzor,Nigeria,218.5,WESTERN AFRICA,1022898029,Stub
5544,Ebikabowei Victor-Ben,Nigeria,218.5,WESTERN AFRICA,1108883243,Start
5545,Francis E. Waive,Nigeria,218.5,WESTERN AFRICA,1089214150,Start
5546,John Wash Pam,Nigeria,218.5,WESTERN AFRICA,1034798040,Stub
5547,Abdullahi Wuse,Nigeria,218.5,WESTERN AFRICA,1104230028,Stub
5548,Yahaya Madawaki,Nigeria,218.5,WESTERN AFRICA,1112041707,C
5549,Yakubu Umar Barde,Nigeria,218.5,WESTERN AFRICA,1100297094,Stub
5550,Musa Yar'Adua,Nigeria,218.5,WESTERN AFRICA,1094903117,Start
5551,Binos Dauda Yaroe,Nigeria,218.5,WESTERN AFRICA,1115109696,C
5552,Yusuf Adamu Gagdi,Nigeria,218.5,WESTERN AFRICA,1110903863,Stub
5553,Amina Zakari,Nigeria,218.5,WESTERN AFRICA,1101009824,C
5554,Zanna Bukar Dipcharima,Nigeria,218.5,WESTERN AFRICA,1097296174,Start
5555,Zubby Michael,Nigeria,218.5,WESTERN AFRICA,1113919406,C
5556,Armand-Pierre Angrand,Senegal,17.9,WESTERN AFRICA,1061043624,Stub
5557,Léopold Angrand,Senegal,17.9,WESTERN AFRICA,1093234974,Stub
5558,Alioune Badara Cissé,Senegal,17.9,WESTERN AFRICA,1101066687,Start
5559,Landing Badji,Senegal,17.9,WESTERN AFRICA,1093235128,Stub
5560,Cheikh Abdoul Khadre Cissokho,Senegal,17.9,WESTERN AFRICA,1075216122,Stub
5561,Modou Dia,Senegal,17.9,WESTERN AFRICA,1093235453,Stub
5562,Karamba Diaby,Senegal,17.9,WESTERN AFRICA,1112293494,C
5563,Youssou Diagne,Senegal,17.9,WESTERN AFRICA,1045109573,Stub
5564,Ibrahima Diallo (politician),Senegal,17.9,WESTERN AFRICA,1093235494,Stub
5565,Alioune Diop,Senegal,17.9,WESTERN AFRICA,1083577446,Start
5566,Cheikh Anta Diop,Senegal,17.9,WESTERN AFRICA,1114340224,GA
5567,Makhtar Diop,Senegal,17.9,WESTERN AFRICA,1105658956,C
5568,Ngalandou Diouf,Senegal,17.9,WESTERN AFRICA,1073073938,Start
5569,Cheikh Sadibou Fall,Senegal,17.9,WESTERN AFRICA,1104101465,Start
5570,Amadou Karim Gaye,Senegal,17.9,WESTERN AFRICA,1070369172,Stub
5571,Abbas Gueye,Senegal,17.9,WESTERN AFRICA,1055499648,Stub
5572,Aissa Mama Kane,Senegal,17.9,WESTERN AFRICA,1093235109,Stub
5573,Maïmouna Kane,Senegal,17.9,WESTERN AFRICA,1112938840,Stub
5574,Louis Le Gros,Senegal,17.9,WESTERN AFRICA,1103951329,Stub
5575,Amadou-Mahtar M'Bow,Senegal,17.9,WESTERN AFRICA,1110395778,Start
5576,Abdoul Aziz Mbaye,Senegal,17.9,WESTERN AFRICA,1104228582,Start
5577,Alioune Badara M'Bengue,Senegal,17.9,WESTERN AFRICA,1060926452,Stub
5578,Abdou Mbow,Senegal,17.9,WESTERN AFRICA,1043059347,Stub
5579,Penda Mbow,Senegal,17.9,WESTERN AFRICA,1088149192,Start
5580,Mamadou Bamba Ndiaye,Senegal,17.9,WESTERN AFRICA,1107438035,Stub
5581,Ndioro Ndiaye,Senegal,17.9,WESTERN AFRICA,1079855467,Start
5582,Khalilou Sall,Senegal,17.9,WESTERN AFRICA,1109928120,Stub
5583,Alioune Sarr,Senegal,17.9,WESTERN AFRICA,1106335288,C
5584,Assane Seck,Senegal,17.9,WESTERN AFRICA,1093235225,Stub
5585,Léopold Sédar Senghor,Senegal,17.9,WESTERN AFRICA,1110131122,GA
5586,Louis Jacques Senghor,Senegal,17.9,WESTERN AFRICA,1093235015,Stub
5587,Fatimata Seye Sylla,Senegal,17.9,WESTERN AFRICA,1012863505,Start
5588,Ousmane Sonko,Senegal,17.9,WESTERN AFRICA,1107427601,C
5589,Moustapha Sourang,Senegal,17.9,WESTERN AFRICA,1104101474,Start
5590,T. J. Alldridge,Sierra Leone,8.7,WESTERN AFRICA,1083153375,Stub
5591,John Amadu Bangura,Sierra Leone,8.7,WESTERN AFRICA,1098272585,C
5592,Arnold Jonathan Bishop-Gooding,Sierra Leone,8.7,WESTERN AFRICA,1101346073,Start
